academicYear,term,termCode,courseCode,courseNumber,shortTitle,title,facultyDescription,subjectCode,subject,courseType,credits,creditUnvergraduate,creditGraduate,url,daysOfWeek,startTime,endTime,location,notes,description
2023,Spring,2,23715,15,EXPO E-15 Section 3 (23715),Fundamentals of Academic Writing,"Steven Wandler PhD, Director of Writing and Professional Communication, St. Catherine University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/3,Tuesday,20:10:00,22:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Spring,2,26535,15,EXPO E-15 Section 4 (26535),Fundamentals of Academic Writing,Janet Sylvester PhD,EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/4,Wednesday,14:00:00,16:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Spring,2,26491,15,EXPO E-15 Section 5 (26491),Fundamentals of Academic Writing,"Randy S. Rosenthal MTS, Editor",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/5,Wednesday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Spring,2,26086,15,EXPO E-15 Section 6 (26086),Fundamentals of Academic Writing,"Laura Healy MA, Editor and Literary Translator",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/6,Thursday,11:00:00,13:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Spring,2,24941,15,EXPO E-15 Section 7 (24941),Fundamentals of Academic Writing,"Heidi Hendricks ALM, Coordinator, Harvard Library Preservation Services, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/7,Thursday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br>Optional sections to be arranged.<br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Spring,2,26722,15,EXPO E-15 Section 8 (26722),Fundamentals of Academic Writing,"Steven Wandler PhD, Director of Writing and Professional Communication, St. Catherine University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/8,Monday,19:40:00,21:40:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Spring,2,26749,15,EXPO E-15 Section 9 (26749),Fundamentals of Academic Writing,"Joan Feinberg MA, Consultant",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-15/9,Wednesday,19:40:00,21:40:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students seeking preparation for EXPO E-25 and for others wanting to review such basics of academic argument as thesis, evidence, and structure. Short writing assignments help students develop the skills essential for producing well-reasoned and substantiated academic essays. Students also learn strategies for reading and analyzing difficult texts."
2023,Fall,1,16132,25,EXPO E-25 Section 1 (16132),Academic Writing and Critical Reading,"Margaret Rennix PhD, Academic Coach, Academic Resource Center, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/1,Monday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,17093,25,EXPO E-25 Section 10 (17093),Academic Writing and Critical Reading,"Shannon F. Monaghan PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/10,Tuesday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,15124,25,EXPO E-25 Section 3 (15124),Academic Writing and Critical Reading,"Emilie J. Raymer PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/3,Wednesday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,15935,25,EXPO E-25 Section 4 (15935),Academic Writing and Critical Reading,"John Robert Sampson PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/4,Thursday,15:00:00,17:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,16890,25,EXPO E-25 Section 5 (16890),Academic Writing and Critical Reading,"Ross Martin PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/5,Thursday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,14620,25,EXPO E-25 Section 6 (14620),Academic Writing and Critical Reading,"Geraldine A. Grimm PhD, Lecturer on German, Harvard Divinity School",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/6,Friday,15:00:00,17:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,16142,25,EXPO E-25 Section 7 (16142),Academic Writing and Critical Reading,"Lisa A. Gulesserian PhD, Preceptor on Armenian Language and Culture, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Short%20Fall%20I/EXPO/E-25/7,Tuesday Thursday,19:40:00,21:55:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,17080,25,EXPO E-25 Section 8 (17080),Academic Writing and Critical Reading,"Jodi Johnson PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/8,Tuesday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,17087,25,EXPO E-25 Section 9 (17087),Academic Writing and Critical Reading,"Keating Patrick Joseph McKeon PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-25/9,Thursday,13:30:00,15:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,January,5,24338,25,EXPO E-25 Section 1 (24338),Academic Writing and Critical Reading,"Tran Nguyen PhD, Assistant Professor, Bucknell University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20January%20extended%20session/EXPO/E-25/1,Monday Tuesday Wednesday Thursday,18:00:00,21:00:00, ,"Live Attendance Web Conference.<br><br>Final papers due between January 18 and February 5. See course syllabus for details.<br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course. The last day to take the test of critical reading and writing skills for this section is November 30. Students registered in the alternate expository writing course in the fall term may not register for this section."
2023,Spring,2,25398,25,EXPO E-25 Section 2 (25398),Academic Writing and Critical Reading,"Margaret Rennix PhD, Academic Coach, Academic Resource Center, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/2,Monday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Spring,2,24751,25,EXPO E-25 Section 3 (24751),Academic Writing and Critical Reading,Sarah Ahrens PhD,EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/3,Tuesday,19:40:00,21:40:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Spring,2,25778,25,EXPO E-25 Section 4 (25778),Academic Writing and Critical Reading,"Emilie J. Raymer PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/4,Wednesday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Spring,2,22801,25,EXPO E-25 Section 6 (22801),Academic Writing and Critical Reading,"Paul A. Thur MA, Director of the Writing Center, College of General Studies, Boston University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/6,Thursday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Spring,2,26724,25,EXPO E-25 Section 7 (26724),Academic Writing and Critical Reading,"John Robert Sampson PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/7,Thursday,15:00:00,17:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Spring,2,26725,25,EXPO E-25 Section 8 (26725),Academic Writing and Critical Reading,"Keating Patrick Joseph McKeon PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/8,Thursday,12:30:00,14:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Spring,2,26726,25,EXPO E-25 Section 9 (26726),Academic Writing and Critical Reading,"Jodi Johnson PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/EXPO/E-25/9,Tuesday,17:30:00,19:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $1,000.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course introduces students to the demands and conventions of academic reading and writing. It focuses on analyzing texts, building effective arguments, and using evidence and secondary source material. Instruction on the stages of the writing process, from prewriting exercises through rough drafts and revisions, forms a key part of the curriculum. Students applying to the undergraduate program at the Extension School must complete this course, but it is open to any student interested in gaining an understanding of academic writing.<br><br>Prerequisites: A satisfactory score on the mandatory test of critical reading and writing skills or a B or higher grade in the alternate expository writing course."
2023,Fall,1,15544,34,EXPO E-34 Section 1 (15544),Business Rhetoric,"Franklin J Schwarzer JD, Attorney, Schlesinger and Buchbinder, LLP",EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-34/1,Monday,17:10:00,19:10:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
2023,Fall,1,15784,34,EXPO E-34 Section 2 (15784),Business Rhetoric,"Randy S. Rosenthal MTS, Editor",EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-34/2,Tuesday,17:10:00,19:10:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
2023,Fall,1,15546,34,EXPO E-34 Section 3 (15546),Business Rhetoric,"Joan Feinberg MA, Consultant",EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-34/3,Wednesday,19:40:00,21:40:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
2023,Fall,1,14087,34,EXPO E-34 Section 4 (14087),Business Rhetoric,Jennifer Ann Doody ALM,EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-34/4,Thursday,17:30:00,19:30:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
2023,Fall,1,17081,34,EXPO E-34 Section 5 (17081),Business Rhetoric,"Elliott Turley PhD, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-34/5,Tuesday,18:00:00,20:00:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
2023,Fall,1,17086,34,EXPO E-34 Section 6 (17086),Business Rhetoric,"Sheza Alqera MTS, Preceptor in Expository Writing, Harvard University",EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/EXPO/E-34/6,Monday,22:00:00,23:59:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br><br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
2023,January,5,26533,34,EXPO E-34 Section 1 (26533),Business Rhetoric,"Kurt Pitzer MFA, Author",EXPO,Expository Writing,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20January%20extended%20session/EXPO/E-34/1,Monday Tuesday Wednesday Thursday,18:30:00,21:30:00, ,"Writing-intensive course.<br><br>Live Attendance Web Conference.<br><br>Final papers due between January 18 and February 5. See course syllabus for details.<br><br>Undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course helps business professionals improve their writing so that they are better equipped to accomplish their educational and professional goals. Students practice some of the essential forms of business writing, including e-mail messages, cover letters, memoranda, proposals, and presentations. Through frequent writing assignments of various kinds and regular feedback from the instructor and from peer reviewers, students learn to construct clear and precise sentences, develop coherent paragraphs, organize documents effectively, and use sources responsibly."
